incident_id,incident_name,organisation,org_type,sector,country,incident_type,attack_vector,threat_actor,threat_actor_type,supply_chain,downstream_orgs_affected,date_occurred,date_discovered,date_disclosed,dwell_time_days,detection_method,records_affected,data_types_exposed,ransom_demanded_usd,ransom_paid,downtime_days,estimated_cost_usd,regulator_notified,severity,is_synthetic,source,notes
SYN-01218,Data breach at Spencer and Sons,Spencer and Sons,private,Healthcare,CA,Data breach,Credential stuffing,Unattributed,Unknown,False,,2026-04-14,2026-06-28,2026-07-06,75,Public leak / dark web,139108,health|passport|phone|postal_address,,not_applicable,0,14600530,yes,medium,True,synthetic (Faker),
=======
SYN-00717,Data breach at New Donald District Board,New Donald District Board,public,Local government,GB,Data breach,Credential stuffing,Unattributed,Hacktivist,False,,2026-05-12,2026-05-24,2026-05-29,12,Security vendor / MDR,130983,credit_card|email|employment|name|phone|postal_address|ssn_or_ni_number,,not_applicable,5,,yes,medium,True,synthetic (Faker),
SYN-00723,Ransomware at Lane LLC,Lane LLC,private,Manufacturing,GB,Ransomware,Phishing,GlassMantis,Ransomware crew,False,,2026-05-19,2026-05-25,2026-05-28,6,Third-party notification,311,bank_details|health,1517207,yes,13,1136920,yes,medium,True,synthetic (Faker),
SYN-00841,Data breach at Wright Ltd,Wright Ltd,private,Logistics,DE,Data breach,Credential stuffing,Unattributed,Nation state,False,,2026-05-12,2026-05-25,2026-05-26,13,Customer report,3156,email|internal_email|name,,not_applicable,0,494942,unknown,low,True,synthetic (Faker),
SYN-00528,Ransomware at Smith PLC,Smith PLC,vendor,Cloud/SaaS,AU,Ransomware,Exposed RDP/VPN,Unattributed,Ransomware crew,False,,2026-05-28,2026-05-29,2026-05-30,1,Law enforcement notification,7085730,email|name,447758,no,49,254001140,no,high,True,synthetic (Faker),
SYN-00303,Ransomware at Claretown Council,Claretown Council,public,Local government,IE,Ransomware,Unpatched vulnerability,VelvetSiphon,Ransomware crew,False,,2026-05-25,2026-05-30,2026-06-01,5,Customer report,1026981,credentials|donation_history,60087,no,11,173228912,yes,high,True,synthetic (Faker),
SYN-00071,Unauthorised access at Mahoney Inc,Mahoney Inc,private,Healthcare,GB,Unauthorised access,Compromised credentials,VelvetSiphon,Nation state,False,,2026-04-15,2026-05-31,2026-06-03,46,Public leak / dark web,126934,bank_details|health|ssn_or_ni_number,639225,undisclosed,0,,yes,medium,True,synthetic (Faker),
SYN-00238,Unauthorised access at Mcneil-Sparks,Mcneil-Sparks,private,Manufacturing,DE,Unauthorised access,MFA fatigue,Unattributed,Unknown,False,,2026-04-12,2026-06-01,2026-06-06,50,Security vendor / MDR,3290,bank_details|email|employment|health|phone,18150,undisclosed,0,737199,yes,medium,True,synthetic (Faker),
SYN-00107,"Business email compromise at Parker, Ortiz and Powell","Parker, Ortiz and Powell",vendor,Cloud/SaaS,AU,Business email compromise,Compromised credentials,Unattributed,Unknown,False,,2026-05-08,2026-06-03,2026-06-20,26,Internal detection,,not_applicable,,not_applicable,1,354373,no,medium,True,synthetic (Faker),
SYN-00127,Business email compromise at Rivers Aid,Rivers Aid,nonprofit,Charity/Nonprofit,FR,Business email compromise,MFA fatigue,DimStag,Ransomware crew,False,,2026-05-24,2026-06-04,2026-06-11,11,Internal detection,,not_applicable,,not_applicable,1,,unknown,medium,True,synthetic (Faker),
SYN-00947,"Supply chain compromise at Flores, Taylor and Johnson","Flores, Taylor and Johnson",private,Healthcare,US,Supply chain compromise,Compromised credentials,VelvetSiphon,Ransomware crew,True,74,2026-03-16,2026-06-05,2026-07-04,81,Internal detection,8224419,health|passport|phone,,not_applicable,6,663839145,yes,critical,True,synthetic (Faker),
SYN-00003,"Insider incident at Oliver, Holland and Lloyd","Oliver, Holland and Lloyd",private,Healthcare,GB,Insider incident,Negligent insider,Unattributed,Insider,False,,2026-05-08,2026-06-13,2026-06-20,36,Security vendor / MDR,478015,email|health|postal_address|safeguarding_notes,,not_applicable,0,,yes,medium,True,synthetic (Faker),
SYN-00245,"DDoS at Johnson, Jones and Welch","Johnson, Jones and Welch",private,Logistics,GB,DDoS,Application-layer flood,SlateWarden,Ransomware crew,False,,2026-06-10,2026-06-13,2026-06-14,3,Public leak / dark web,,not_applicable,,not_applicable,1,,no,medium,True,synthetic (Faker),
SYN-00056,Business email compromise at Jones-Dobson,Jones-Dobson,private,Healthcare,CA,Business email compromise,Phishing,VelvetSiphon,Ransomware crew,False,,2026-05-03,2026-06-14,2026-06-16,42,Internal detection,,not_applicable,,not_applicable,3,436713,unknown,medium,True,synthetic (Faker),
SYN-00641,Data breach at Barton LLC,Barton LLC,private,Healthcare,DE,Data breach,Compromised credentials,Unattributed,Ransomware crew,False,,2026-02-22,2026-06-24,2026-06-27,122,Routine audit,25642,email|health|name,,not_applicable,3,3331034,yes,medium,True,synthetic (Faker),
>>>>>>> 8a74902011229c25354fcb7e063b9152ef665657
SYN-00399,Data breach at Taylor LLC,Taylor LLC,private,Legal/Professional,US,Data breach,Compromised credentials,Unattributed,Financially motivated,False,,2026-06-27,2026-07-01,2026-07-04,4,Security vendor / MDR,110533,date_of_birth|email|name,,not_applicable,0,12138870,yes,medium,True,synthetic (Faker),
SYN-00742,"Business email compromise at Davies, Bailey and Booth","Davies, Bailey and Booth",vendor,Cloud/SaaS,US,Business email compromise,Phishing,Unattributed,Ransomware crew,True,365,2026-06-28,2026-07-01,2026-07-11,3,Internal detection,,not_applicable,,not_applicable,0,,unknown,medium,True,synthetic (Faker),
SYN-00849,DDoS at Johnson PLC,Johnson PLC,private,Financial services,DE,DDoS,Volumetric flood,Unattributed,Hacktivist,False,,2026-07-04,2026-07-04,2026-07-09,0,Internal detection,,not_applicable,,not_applicable,2,354676,unknown,low,True,synthetic (Faker),
SYN-00879,Business email compromise at West Madisonfort Authority,West Madisonfort Authority,public,Local government,AU,Business email compromise,MFA fatigue,Unattributed,Financially motivated,False,,2026-05-30,2026-07-04,2026-07-08,35,Law enforcement notification,,not_applicable,144346,no,7,248321,no,medium,True,synthetic (Faker),
SYN-00895,Ransomware at Heritage Society,Heritage Society,nonprofit,Charity/Nonprofit,IE,Ransomware,Help-desk social engineering,PaleHydra,Ransomware crew,False,,2026-06-24,2026-07-07,2026-07-16,13,Law enforcement notification,2333,donation_history|employment|phone|postal_address,1585170,undisclosed,23,866575,yes,medium,True,synthetic (Faker),
<<<<<<< HEAD
SYN-01724,Data breach at West Glen Authority,West Glen Authority,public,Energy/Utilities,GB,Data breach,Compromised credentials,Unattributed,Unknown,False,,2026-05-23,2026-07-09,2026-07-23,47,Law enforcement notification,28613,date_of_birth|email|name|postal_address,,not_applicable,6,5444240,yes,medium,True,synthetic (Faker),
SYN-00513,"Ransomware at Davies, Palmer and Robinson","Davies, Palmer and Robinson",private,Retail,GB,Ransomware,Compromised credentials,Unattributed,Ransomware crew,False,,2026-07-06,2026-07-11,2026-07-19,5,Customer report,421500,credit_card|internal_email|ssn_or_ni_number,259984,no,5,57147695,yes,medium,True,synthetic (Faker),
SYN-01101,"Ransomware at Fuller, Walker and Miles","Fuller, Walker and Miles",private,Retail,US,Ransomware,Unpatched vulnerability,Unattributed,Ransomware crew,False,,2026-07-12,2026-07-13,2026-07-20,1,Internal detection,38612299,date_of_birth|email|internal_email|name|phone|postal_address|ssn_or_ni_number,27555427,no,35,3263433290,yes,critical,True,synthetic (Faker),
SYN-01713,Insider incident at Hospice Alliance,Hospice Alliance,nonprofit,Charity/Nonprofit,IE,Insider incident,Negligent insider,Unattributed,Insider,False,,2026-06-09,2026-07-14,2026-07-23,35,Internal detection,19951,bank_details|credit_card|donation_history|email|employment|name|phone|safeguarding_notes,,not_applicable,0,957546,yes,medium,True,synthetic (Faker),
SYN-01485,Unauthorised access at Bowers-Gutierrez,Bowers-Gutierrez,private,Financial services,US,Unauthorised access,Exposed RDP/VPN,AmberBastion,Ransomware crew,False,,2026-06-25,2026-07-17,2026-07-23,22,Customer report,6072,credentials|credit_card|date_of_birth|email|phone|postal_address,,not_applicable,0,,yes,low,True,synthetic (Faker),
SYN-01599,"Ransomware at Williams, Lloyd and Abbott","Williams, Lloyd and Abbott",private,Logistics,US,Ransomware,Exposed RDP/VPN,TinCathedral,Ransomware crew,False,,2026-07-20,2026-07-20,2026-07-24,0,Internal detection,22310,credentials|credit_card|email|name|phone,172371,yes,12,794997,no,medium,True,synthetic (Faker),
SYN-01338,DDoS at Bauer-Brown,Bauer-Brown,private,Hospitality,IN,DDoS,Volumetric flood,IronMagpie,Ransomware crew,False,,2026-07-22,2026-07-24,2026-07-28,2,Internal detection,,not_applicable,,not_applicable,3,331196,unknown,medium,True,synthetic (Faker),
SYN-01348,"Ransomware at Allen, Gardner and Brooks","Allen, Gardner and Brooks",private,Financial services,GB,Ransomware,Third-party supplier access,NineSpindle,Ransomware crew,True,148,2026-07-23,2026-07-25,2026-07-29,2,Routine audit,2203718,credentials|name,1267423,no,4,356986003,yes,high,True,synthetic (Faker),
SYN-00658,Business email compromise at Skinner-James,Skinner-James,vendor,Nonprofit technology,GB,Business email compromise,Phishing,SlateWarden,Ransomware crew,False,,2026-04-21,2026-07-26,2026-07-27,96,Third-party notification,,not_applicable,,not_applicable,0,,no,low,True,synthetic (Faker),
SYN-01860,DDoS at Shelter Appeal,Shelter Appeal,nonprofit,Charity/Nonprofit,SG,DDoS,Application-layer flood,Unattributed,Unknown,False,,2026-07-27,2026-07-28,2026-07-29,1,Internal detection,,not_applicable,,not_applicable,3,224412,unknown,medium,True,synthetic (Faker),
REAL-0001,Beacon CRM supporter-data breach,Beacon CRM,vendor,Nonprofit technology,GB,Data breach,Compromised credentials,Unattributed,Unknown,True,1000,2026-07-27,2026-07-29,2026-08-03,2,Internal detection,,name|email|postal_address|phone|date_of_birth|gender|donation_history,,not_applicable,0,,yes,critical,False,"The Register / BankInfoSecurity / SCVO, Aug 2026","Database backups copied and likely exfiltrated; 1,500+ charity customers told to assume all stored data taken. Victim count provisional, investigation ongoing. ICO notified."
SYN-00223,"DDoS at Washington, Johnson and Mccoy","Washington, Johnson and Mccoy",private,Retail,GB,DDoS,Volumetric flood,Unattributed,Unknown,False,,2026-07-28,2026-07-30,2026-07-31,2,Third-party notification,,not_applicable,,not_applicable,1,383650,no,medium,True,synthetic (Faker),
SYN-00818,Data breach at West LLC,West LLC,private,Manufacturing,GB,Data breach,Insecure API endpoint,PaleHydra,Ransomware crew,False,,2026-07-12,2026-07-31,2026-08-01,19,Public leak / dark web,6457,health|name,,not_applicable,0,1077572,yes,medium,True,synthetic (Faker),
SYN-00080,"Supply chain compromise at Smith, Jones and Ware","Smith, Jones and Ware",private,Retail,FR,Supply chain compromise,Third-party supplier access,CobaltFinch,Ransomware crew,True,88,2026-07-15,2026-08-01,2026-08-01,17,Routine audit,579384,internal_email|postal_address|safeguarding_notes,,not_applicable,0,38703823,yes,high,True,synthetic (Faker),
SYN-00106,"Supply chain compromise at Edwards, Charles and Cortez","Edwards, Charles and Cortez",vendor,Nonprofit technology,NL,Supply chain compromise,Trojanised software update,Unattributed,Financially motivated,True,2725,2026-03-17,2026-08-01,2026-08-01,137,Customer report,486567,date_of_birth|donation_history|employment|name|phone|postal_address|ssn_or_ni_number,5939882,undisclosed,1,79314202,yes,high,True,synthetic (Faker),
SYN-00170,Phishing campaign at South Jason District Board,South Jason District Board,public,Education,GB,Phishing campaign,Phishing,NorthQuarry,Ransomware crew,False,,2026-07-29,2026-08-01,2026-08-01,3,Security vendor / MDR,7887,bank_details|credentials|credit_card|date_of_birth|employment|phone|postal_address,,not_applicable,0,693938,yes,medium,True,synthetic (Faker),
SYN-00180,Supply chain compromise at Baldwin-Wilkinson,Baldwin-Wilkinson,private,Manufacturing,IE,Supply chain compromise,Trojanised software update,NineSpindle,Ransomware crew,True,1,2026-03-01,2026-08-01,2026-08-01,153,Internal detection,46909,email|name,,not_applicable,1,,yes,medium,True,synthetic (Faker),
SYN-00396,Data breach at South Waynebury Council,South Waynebury Council,public,Local government,AU,Data breach,Third-party supplier access,DimStag,Ransomware crew,True,180,2026-03-17,2026-08-01,2026-08-01,137,Customer report,639273,donation_history|health|name|passport|phone|postal_address|ssn_or_ni_number,,not_applicable,1,77444390,yes,high,True,synthetic (Faker),
SYN-00599,Unauthorised access at New Michelleberg Council,New Michelleberg Council,public,Education,GB,Unauthorised access,Exposed RDP/VPN,SlateWarden,Ransomware crew,False,,2026-06-30,2026-08-01,2026-08-01,32,Third-party notification,27435,bank_details|date_of_birth|email|health|name|phone|ssn_or_ni_number,,not_applicable,0,3952984,yes,medium,True,synthetic (Faker),
SYN-00621,Data breach at Stevenson Group,Stevenson Group,private,Hospitality,CA,Data breach,Compromised credentials,DimStag,Nation state,False,,2026-05-13,2026-08-01,2026-08-01,80,Law enforcement notification,47606,name|passport|phone|postal_address|safeguarding_notes,,not_applicable,0,7300225,yes,medium,True,synthetic (Faker),
SYN-00721,Business email compromise at Hunt Group,Hunt Group,private,Retail,FR,Business email compromise,Phishing,Unattributed,Hacktivist,False,,2026-06-28,2026-08-01,2026-08-01,34,Security vendor / MDR,2681,donation_history|employment|health|name|postal_address|ssn_or_ni_number,,not_applicable,0,584264,yes,medium,True,synthetic (Faker),
SYN-00811,Supply chain compromise at Lee LLC,Lee LLC,vendor,Nonprofit technology,US,Supply chain compromise,Malicious dependency,Unattributed,Unknown,True,30,2025-12-29,2026-08-01,2026-08-01,215,Internal detection,1115283,donation_history|email|internal_email|name,,not_applicable,0,,yes,high,True,synthetic (Faker),
SYN-00823,Business email compromise at Kindling Appeal,Kindling Appeal,nonprofit,Charity/Nonprofit,AU,Business email compromise,Compromised credentials,Unattributed,Financially motivated,False,,2025-08-20,2026-08-01,2026-08-01,346,Internal detection,,not_applicable,89019,undisclosed,1,138365,no,low,True,synthetic (Faker),
SYN-00978,Insider incident at Barron-Cowan,Barron-Cowan,private,Manufacturing,US,Insider incident,Negligent insider,Unattributed,Insider,False,,2026-08-01,2026-08-01,2026-08-01,0,Routine audit,49579,email|internal_email|name|phone|safeguarding_notes,,not_applicable,0,8773825,yes,medium,True,synthetic (Faker),
SYN-01040,Supply chain compromise at Begum Group,Begum Group,private,Manufacturing,GB,Supply chain compromise,Third-party supplier access,PaleHydra,Nation state,True,7,2026-05-28,2026-08-01,2026-08-01,65,Internal detection,1346758,email|name|safeguarding_notes|ssn_or_ni_number,,not_applicable,0,34119254,yes,high,True,synthetic (Faker),
SYN-01096,"Data breach at Ashton, Johnson and Kelly","Ashton, Johnson and Kelly",vendor,Cloud/SaaS,IE,Data breach,Unpatched vulnerability,GlassMantis,Ransomware crew,True,224,2026-07-21,2026-08-01,2026-08-01,11,Internal detection,433092,bank_details|credit_card|date_of_birth|email|employment|health|name,,not_applicable,3,,yes,high,True,synthetic (Faker),
SYN-01245,Business email compromise at Nelsonburgh District Board,Nelsonburgh District Board,public,Energy/Utilities,US,Business email compromise,MFA fatigue,HollowLantern,Ransomware crew,False,,2026-03-31,2026-08-01,2026-08-01,123,Internal detection,,not_applicable,,not_applicable,0,103625,no,medium,True,synthetic (Faker),
SYN-01336,Data breach at North Gavinfort Authority,North Gavinfort Authority,public,Energy/Utilities,US,Data breach,Phishing,Unattributed,Financially motivated,False,,2026-07-29,2026-08-01,2026-08-01,3,Public leak / dark web,228,date_of_birth|email|employment|name|phone|postal_address,,not_applicable,0,433582,yes,low,True,synthetic (Faker),
SYN-01360,Supply chain compromise at Ianshire District Board,Ianshire District Board,public,Energy/Utilities,US,Supply chain compromise,Third-party supplier access,Unattributed,Insider,True,35,2026-07-23,2026-08-01,2026-08-01,9,Internal detection,42145,bank_details|date_of_birth|email|phone,295784,no,0,2749360,yes,high,True,synthetic (Faker),
SYN-01422,"Business email compromise at Banks, White and Hughes","Banks, White and Hughes",vendor,Nonprofit technology,IE,Business email compromise,Compromised credentials,Unattributed,Financially motivated,False,,2026-01-07,2026-08-01,2026-08-01,206,Public leak / dark web,,not_applicable,,not_applicable,4,434804,no,medium,True,synthetic (Faker),
